회사명,거래소코드,회계년도,매출액증가율(IFRS),매출액순이익률(IFRS),총자본투자효율(IFRS),CASH FLOW 대 부채비율(IFRS),총자본회전률(IFRS)
(주)동원개발,013120,2015/12,51.42,17.51,25.22,43.72,1.05
(주)동원개발,013120,2016/12,3.77,18.34,23.11,27.63,0.89
(주)동원개발,013120,2017/12,5.36,17.87,23.99,89.19,0.83
(주)동원개발,013120,2018/12,7.97,20.06,20.68,70.85,0.77
(주)동원개발,013120,2019/12,5.71,13.18,14.74,74.11,0.71
(주)동원개발,013120,2020/12,-1.87,22.9,19.97,40.52,0.63
(주)동원개발,013120,2021/12,-33.81,17.41,9.61,-13.2,0.36
(주)동원개발,013120,2022/12,44.2,13.73,9.33,17.34,0.45
(주)동일기연,032960,2010/12,-12.74,30,33.38,80.92,0.65
(주)동일기연,032960,2011/12,-12.84,16.85,31.06,70.39,0.62
(주)동일기연,032960,2012/12,-22.16,19.3,26.93,139.64,0.59
(주)동일기연,032960,2013/12,-9.65,17.83,21.39,112.33,0.51
(주)동일기연,032960,2014/12,3.35,13.65,19.12,141.61,0.49
(주)동일기연,032960,2015/12,-13.92,16.15,21.31,85.2,0.43
(주)동일기연,032960,2016/12,-0.79,20.42,23.49,80.03,0.43
(주)동일기연,032960,2017/12,21.11,13.93,22.78,67.32,0.5
(주)동일기연,032960,2018/12,-22.79,-1.61,12.65,47.32,0.4
(주)동일기연,032960,2019/12,9.27,6.69,19.47,80.94,0.49
(주)동일기연,032960,2020/12,-14.41,4.42,18.63,169.38,0.44
(주)동일기연,032960,2021/12,4.21,38.47,30.11,112.5,0.42
(주)동일기연,032960,2022/12,2.84,8.73,17.2,90.1,0.39
(주)동진쎄미켐,005290,2010/12,15.38,3.18,18.31,4.42,1.03
(주)동진쎄미켐,005290,2011/12,7.97,-1.26,14.84,-0.31,0.98
(주)동진쎄미켐,005290,2012/12,19.51,2.48,19.6,3.72,1.08
(주)동진쎄미켐,005290,2013/12,4.63,3.1,21.93,6.19,1.05
(주)동진쎄미켐,005290,2014/12,1.21,1.82,20.72,4.45,1.01
(주)동진쎄미켐,005290,2015/12,5.19,2.13,24.48,9.49,1.04
(주)동진쎄미켐,005290,2016/12,9.39,2.9,28.95,17.13,1.14
(주)동진쎄미켐,005290,2017/12,-1.75,5.99,29.26,24.58,1.11
(주)동진쎄미켐,005290,2018/12,0.14,6.26,25.42,16.16,1.04
(주)동진쎄미켐,005290,2019/12,3.24,6.86,28.27,16.6,0.97
(주)동진쎄미켐,005290,2020/12,4.19,9.44,25.81,22.66,0.91
(주)동진쎄미켐,005290,2021/12,16.73,9.87,25.44,16.39,0.93
(주)동진쎄미켐,005290,2022/12,32.32,13.59,28.92,19.43,1.05
(주)두산테스나,131970,2013/12,22.73,16.09,47.18,60.96,0.63
(주)두산테스나,131970,2014/12,-29.46,9.81,40.14,80.12,0.45
(주)두산테스나,131970,2015/12,-29.29,-12.39,31.63,70.81,0.37
(주)두산테스나,131970,2016/12,-10.47,2.44,34.03,65.63,0.38
(주)두산테스나,131970,2017/12,55.84,19.06,42.19,59.41,0.54
(주)두산테스나,131970,2018/12,38.31,24.87,48.39,90.02,0.63
(주)두산테스나,131970,2019/12,48.36,22.12,20.99,21.19,0.43
(주)두산테스나,131970,2020/12,36.86,28.09,23.64,24.39,0.33
(주)두산테스나,131970,2021/12,56.65,22.72,34.06,37.61,0.42
(주)두산테스나,131970,2022/12,33.76,18.85,31.62,33.07,0.43
(주)듀오백,073190,2010/12,3.38,7.85,10.15,50.6,0.78
(주)듀오백,073190,2011/12,2.73,6.97,15.7,75.21,0.78
(주)듀오백,073190,2012/12,-11.72,1.98,11.8,62.57,0.69
(주)듀오백,073190,2013/12,3.5,0.03,14.81,1.23,0.73
(주)듀오백,073190,2014/12,4.29,-13.74,1.24,-8.68,0.8
(주)듀오백,073190,2015/12,-12.34,-10.36,11.36,-16.65,0.76
(주)듀오백,073190,2016/12,-6.28,-19.49,6.97,-50.93,0.78
(주)듀오백,073190,2017/12,19.76,2.99,20.53,-38.9,1
(주)듀오백,073190,2018/12,-25.63,-10.6,10.95,-18.53,0.79
(주)듀오백,073190,2019/12,0.39,-10.53,11.46,-19.38,0.88
(주)듀오백,073190,2020/12,51.11,1.81,22.85,29.56,1.31
(주)듀오백,073190,2021/12,-11.41,-10.85,8.2,9.72,1.22
(주)듀오백,073190,2022/12,-18.44,-12.06,7.97,-36.7,1.13
(주)드래곤플라이,030350,2010/12,3.31,22.55,15.89,49.58,0.38
(주)드래곤플라이,030350,2011/12,2.38,27.81,12.89,37.55,0.33
(주)드래곤플라이,030350,2012/12,-7.81,-18.95,0.21,20.28,0.27
(주)드래곤플라이,030350,2013/12,-31.33,-169.57,-26.95,14.18,0.21
(주)드래곤플라이,030350,2014/12,-14.85,-47.1,10.18,9.01,0.23
(주)드래곤플라이,030350,2015/12,-15.77,-59.53,-5.25,5.47,0.23
(주)드래곤플라이,030350,2016/12,-33.78,-2.89,7.88,5.31,0.17
(주)드래곤플라이,030350,2017/12,-30.84,-128.62,3.44,-6.26,0.13
(주)드래곤플라이,030350,2018/12,-15.76,-136.31,-0.07,-395.35,0.18
(주)드래곤플라이,030350,2019/12,-4.59,-91.58,5.78,-209.85,0.35
(주)드래곤플라이,030350,2020/12,-31.44,-200.27,-28.91,-2.06,0.23
(주)드래곤플라이,030350,2021/12,-14.34,-471.22,-21.68,-12.91,0.09
(주)드래곤플라이,030350,2022/12,3.05,-382.37,-15.42,-90.97,0.06
(주)드림시큐리티,203650,2014/12,,,,,
(주)드림시큐리티,203650,2015/12,,,,,
(주)드림시큐리티,203650,2016/12,,,,,
(주)드림시큐리티,203650,2017/12,0,-10.82,28.72,-53.09,0.94
(주)드림시큐리티,203650,2018/12,21.28,10.97,45.84,38.67,1.07
(주)드림시큐리티,203650,2019/12,-9.36,7.61,14.21,20.65,0.44
(주)드림시큐리티,203650,2020/12,9.99,9.19,15.28,16.09,0.32
(주)드림시큐리티,203650,2021/12,12.64,14.14,10.67,6.99,0.26
(주)드림시큐리티,203650,2022/12,7.87,-6.58,10.64,9,0.22
(주)드림씨아이에스,223250,2020/12,6.24,20.78,40.43,31.81,0.64
(주)드림씨아이에스,223250,2021/12,11.34,12.23,37.06,25.54,0.5
(주)드림씨아이에스,223250,2022/12,23.12,10.74,35.13,32.59,0.51
(주)드림어스컴퍼니,060570,2010/12,-25.63,-20.48,-7.39,17.4,0.78
(주)드림어스컴퍼니,060570,2011/12,-14.7,-41.9,-23.5,0.1,0.83
(주)드림어스컴퍼니,060570,2012/12,-0.16,-20.2,-23.75,-26.88,1.25
(주)드림어스컴퍼니,060570,2013/12,-40.62,-8.48,13.43,-9.13,1.26
(주)드림어스컴퍼니,060570,2014/12,-17.58,4.48,16.35,-10.01,0.88
(주)드림어스컴퍼니,060570,2015/12,21.66,3,21.87,-46.93,0.83
(주)드림어스컴퍼니,060570,2016/12,-8.6,-20.06,8.91,-8.76,0.83
(주)드림어스컴퍼니,060570,2017/12,22.87,-20.92,1.03,-12.22,0.66
(주)드림어스컴퍼니,060570,2018/12,76.45,-20.44,-1.79,10.73,0.65
(주)드림어스컴퍼니,060570,2019/12,61.9,-27.86,-12.55,13.54,0.96
(주)드림어스컴퍼니,060570,2020/12,27.22,-8.36,7.19,9.69,1.32
(주)드림어스컴퍼니,060570,2021/12,8.03,-6.64,6.23,5.45,1.13
(주)드림어스컴퍼니,060570,2022/12,7.55,10.82,22.38,11.11,0.98
(주)드림티엔터테인먼트,220110,2015/12,0,7.48,12.99,12.08,0.41
(주)드림티엔터테인먼트,220110,2016/12,15.97,-11.91,8.34,28.19,0.58
(주)드림티엔터테인먼트,220110,2017/12,-17.54,-14.47,7.88,-45.59,0.69
(주)드림티엔터테인먼트,220110,2018/12,-22.61,-134.82,-97.99,-9.65,0.72
(주)드림티엔터테인먼트,220110,2019/12,-28.6,5.7,63.94,76.02,0.88
(주)디딤이앤에프,217620,2015/12,,,,,
(주)디딤이앤에프,217620,2016/12,,,,,
(주)디딤이앤에프,217620,2017/12,0,3.68,45.88,11.29,1.22
(주)디딤이앤에프,217620,2018/12,41.77,3.6,52.38,8.16,1.59
(주)디딤이앤에프,217620,2019/12,26.63,1.89,39.31,8.32,1.36
(주)디딤이앤에프,217620,2020/12,-33.85,-38.18,10.51,5.7,0.81
(주)디딤이앤에프,217620,2021/12,-20.94,-8.62,45.07,4.18,0.87
(주)디딤이앤에프,217620,2022/12,-1.59,-14.43,32.9,5.1,0.93
(주)디모아,016670,2010/12,8514.97,12.03,24.67,-1.15,2.22
(주)디모아,016670,2011/12,11.41,7.59,23.33,23.7,1.61
(주)디모아,016670,2012/12,13.58,6.03,15.88,19.11,1.68
(주)디모아,016670,2013/12,6.54,8.49,17.56,14.72,1.39
(주)디모아,016670,2014/12,18.01,10.31,19.78,28.53,1.31
(주)디모아,016670,2015/12,3.94,3.5,10.84,71.75,1.22
(주)디모아,016670,2016/12,-26.61,2.37,8.01,50.98,0.85
(주)디모아,016670,2017/12,4.29,1.55,5.54,-4.75,0.82
(주)디모아,016670,2018/12,-84.05,6.06,5.1,2.47,0.13
(주)디모아,016670,2019/12,-47.88,-187.46,-8.04,-3.22,0.07
(주)디모아,016670,2020/12,5.55,-995.13,-53.83,-1.91,0.07
(주)디모아,016670,2021/12,179.53,-19.67,4,-24.57,0.2
(주)디모아,016670,2022/12,116.69,-61.94,-8.02,-2.37,0.42
(주)디바이스이엔지,187870,2017/12,62.89,6.53,22.46,24.27,1.41
(주)디바이스이엔지,187870,2018/12,-19.19,14.95,38.32,-2.13,1.21
(주)디바이스이엔지,187870,2019/12,-53.6,10.76,13.55,31.56,0.47
(주)디바이스이엔지,187870,2020/12,191.88,24.09,34.03,48.62,0.95
(주)디바이스이엔지,187870,2021/12,-0.88,25.02,29.36,51.15,0.73
(주)디바이스이엔지,187870,2022/12,-41.84,15.22,14.02,32.27,0.41
(주)디스플레이테크,066670,2010/12,-16.34,6,22.68,13.01,1.72
(주)디스플레이테크,066670,2011/12,3.44,3.35,18.08,-1.25,1.46
(주)디스플레이테크,066670,2012/12,65.17,5.81,18.31,13.51,1.87
(주)디스플레이테크,066670,2013/12,82.27,4.96,15.3,-3.21,2.19
(주)디스플레이테크,066670,2014/12,-19.74,3.65,13.32,1.82,1.51
(주)디스플레이테크,066670,2015/12,-25.97,4.72,14.45,82.83,1.37
(주)디스플레이테크,066670,2016/12,-71.96,4.45,6.1,55.43,0.47
(주)디스플레이테크,066670,2017/12,-7.26,5.7,6.79,-3.5,0.48
(주)디스플레이테크,066670,2018/12,-30.74,5.23,4.77,78.85,0.34
(주)디스플레이테크,066670,2019/12,-23.94,12.38,5.88,102.43,0.26
(주)디스플레이테크,066670,2020/12,-16.86,10.52,6.12,74.33,0.22
(주)디스플레이테크,066670,2021/12,239.06,4.41,5.65,10.82,0.68
(주)디스플레이테크,066670,2022/12,-55.24,12.43,7.02,-10.7,0.3
(주)디아이디,074130,2010/12,145.4,1.89,15.72,6.79,3.63
(주)디아이디,074130,2011/12,-13.74,-0.28,9.18,12.26,2.84
(주)디아이디,074130,2012/12,31.89,1.54,24.6,19.48,3.86
(주)디아이디,074130,2013/12,-7.79,-6.95,18.63,1.97,4.06
(주)디아이디,074130,2014/12,-74.03,-15.07,23.74,-24.16,1.48
(주)디알젬,263690,2018/12,14.77,8.45,32.84,13.21,1.39
(주)디알젬,263690,2019/12,6.39,9.55,27.01,8.48,1.09
(주)디알젬,263690,2020/12,75.89,18.71,51.04,32.42,1.55
(주)디알젬,263690,2021/12,-18.99,14.7,36.21,44.34,1.09
(주)디알젬,263690,2022/12,33.67,13.31,29.06,17.99,1.1
(주)디알텍,214680,2015/12,,,,,
(주)디알텍,214680,2016/12,0,-0.05,25.75,-67.25,0.99
(주)디알텍,214680,2017/12,-0.08,-5.28,20.58,-28.54,0.93
(주)디알텍,214680,2018/12,14.37,3.82,28.85,0.38,0.93
(주)디알텍,214680,2019/12,8.35,3.5,24.63,12.16,0.77
(주)디알텍,214680,2020/12,1.87,-10.98,14.62,4.5,0.59
(주)디알텍,214680,2021/12,31.42,3.75,23.22,-0.49,0.68
(주)디알텍,214680,2022/12,28.97,3.75,23.13,5.62,0.78
(주)디앤샵,090090,2010/12,-23.17,-20.69,-13.57,-37.24,0.52
(주)디앤씨미디어,263720,2017/12,0,17.09,22.68,93.1,0.74
(주)디앤씨미디어,263720,2018/12,20.9,17.35,21.56,65.85,0.81
(주)디앤씨미디어,263720,2019/12,31.35,10.76,17.29,54.01,0.87
(주)디앤씨미디어,263720,2020/12,30.67,19.35,27.14,88.36,0.95
(주)디앤씨미디어,263720,2021/12,-53.56,18.12,13.39,80,0.41
(주)디앤씨미디어,263720,2022/12,-14.52,2.16,5.99,-17.43,0.35
(주)디어유,376300,2021/12,0,-63.08,-13.46,80.96,0.3
(주)디어유,376300,2022/12,22.98,33.33,15.91,128.51,0.34
(주)디에스,051710,2010/12,47.45,-0.18,15.11,14.33,4.58
(주)디에스,051710,2011/12,-40.29,-3.05,6.7,2.73,2.69
(주)디에스,051710,2012/12,-26.15,-3.34,18.63,9.35,3.16
(주)디에스앤엘,141020,2013/12,-67.86,-27.68,1.24,-8.53,0.56
(주)디에스앤엘,141020,2014/12,-24.72,-55.84,-5.19,-32.37,0.4
(주)디에스앤엘,141020,2015/12,48.46,-68.5,-17.17,-9.14,0.54
(주)디에스앤엘,141020,2016/12,173.35,-45.91,-40.38,-19.93,1.62
(주)디에스앤엘,141020,2017/12,-6.72,5.08,11.3,-191.13,1.46
(주)디에스앤엘,141020,2018/12,-76.17,-119.85,-15.92,-42.62,0.2
(주)디에스앤엘,141020,2019/12,-92.1,-4992.79,-200.35,-46.86,0.02
(주)디에스앤엘,141020,2020/12,0,0,-7499.81,-10.78,0
(주)디에스앤엘,141020,2021/12,0,20.68,136.15,-74.43,1.26
(주)디에스앤엘,141020,2022/12,1207.73,-33.23,-50.22,-26.93,3.67
(주)디에스이엔,065150,2010/12,-0.11,4.14,30.92,11.3,2.41
(주)디에스이엔,065150,2011/12,4.96,3.4,30.05,22.98,1.97
(주)디에스이엔,065150,2012/12,11.48,2.04,39.68,34.34,2.19
(주)디에스이엔,065150,2013/12,-3.62,2.15,42.89,26.46,2.37
(주)디에스이엔,065150,2014/12,-16.11,0.65,30.8,5.38,1.87
(주)디에스이엔,065150,2015/12,-22.78,-5.15,18.79,-2.77,1.2
(주)디에스이엔,065150,2016/12,-12.03,-13.57,10.61,-8.26,0.97
(주)디에스이엔,065150,2017/12,-16.01,-19.09,25.16,-19.3,1
(주)디에스이엔,065150,2018/12,-19.47,13.42,57.99,-25.33,1.19
(주)디에스이엔,065150,2019/12,-5.81,-3.44,30.47,-3.76,1.23
(주)디에스이엔,065150,2020/12,-24.41,-23.9,7.72,-17.52,0.83
(주)디에스이엔,065150,2021/12,79.78,11.88,26.67,-18.19,1.33
(주)디에스이엔,065150,2022/12,63.48,-5.3,0.29,-24.39,2.07
(주)디에스케이,109740,2010/12,134.6,8.29,23.91,10.24,1.29
(주)디에스케이,109740,2011/12,-16,12.83,25.55,-12.7,0.94
(주)디에스케이,109740,2012/12,-48.68,-3.77,9.16,-23.34,0.5
(주)디에스케이,109740,2013/12,63,8.59,21.27,101.14,0.86
(주)디에스케이,109740,2014/12,10.79,6.75,17.69,60.46,0.84
(주)디에스케이,109740,2015/12,61.18,15.87,31.05,21.12,1.11
(주)디에스케이,109740,2016/12,-16.88,15.46,14.87,5.34,0.56
(주)디에스케이,109740,2017/12,120.45,-24.97,-11.05,9.42,0.77
(주)디에스케이,109740,2018/12,14.55,17.14,26.65,24.02,0.79
(주)디에스케이,109740,2019/12,-35.27,13.28,16.53,16.62,0.52
(주)디에스케이,109740,2020/12,-57.79,-19.48,3.49,17.31,0.22
(주)디에스케이,109740,2021/12,52.67,18.75,11.51,63.7,0.31
(주)디에스케이,109740,2022/12,-6.61,1.86,6.28,22.99,0.26
(주)디에이치오토웨어,025440,2010/12,43.43,1.41,22.47,6.33,2.01
(주)디에이치오토웨어,025440,2011/12,-8.09,-6.06,9.58,13.97,1.93
(주)디에이치오토웨어,025440,2012/12,4.21,-0.26,21.42,13.12,2.11
(주)디에이치오토웨어,025440,2013/12,23.81,-11.61,-6.12,13.98,2.77
(주)디에이치오토웨어,025440,2014/12,25.32,0.77,31.14,14.35,3.89
(주)디에이치오토웨어,025440,2015/12,-10.62,0.54,28.86,14.54,3.29
(주)디에이치오토웨어,025440,2016/12,1.78,0.78,30.8,17.61,3.26
(주)디에이치오토웨어,025440,2017/12,-2.21,-1.83,23.99,18.98,3.3
(주)디에이치오토웨어,025440,2018/12,-1.79,-0.98,28.48,14.08,3.35
(주)디에이치오토웨어,025440,2019/12,7.63,-3.27,19.65,5.01,3.63
(주)디에이치오토웨어,025440,2020/12,-19.65,-0.19,24.5,3.6,2.85
(주)디에이치오토웨어,025440,2021/12,8.61,-3.58,15.57,-1.47,2.91
(주)디에이치오토웨어,025440,2022/12,15.58,-0.92,18.09,4.64,2.97
(주)디에이치패션,045260,2010/12,130.04,-187.45,-17.71,-13.8,0.13
(주)디에이치패션,045260,2011/12,-31.31,-148.7,-10.83,-76.81,0.09
(주)디에이테크놀로지,196490,2014/12,39.54,7,26.32,43.3,1.42
(주)디에이테크놀로지,196490,2015/12,49.07,5.51,20.28,25.17,1.48
(주)디에이테크놀로지,196490,2016/12,24.39,5.53,17.37,-9.65,1.24
(주)디에이테크놀로지,196490,2017/12,34.41,0.78,13.36,-12.09,1.21
(주)디에이테크놀로지,196490,2018/12,-9.24,-18.51,-2.76,-0.89,0.73
(주)디에이테크놀로지,196490,2019/12,18.04,-19.7,-2.68,16.53,0.76
(주)디에이테크놀로지,196490,2020/12,-68.97,-90.6,-9.78,15.36,0.28
(주)디에이테크놀로지,196490,2021/12,28.45,-35.11,-2.13,-20.94,0.33
(주)디에이테크놀로지,196490,2022/12,18.81,-48.49,-7.86,-23.91,0.37
(주)디에이피,066900,2010/12,12.24,6.33,34.46,35.74,1.42
(주)디에이피,066900,2011/12,17.56,1.23,27.56,16.59,1.22
(주)디에이피,066900,2012/12,45.76,6.76,48.95,27.61,1.48
(주)디에이피,066900,2013/12,-1.7,6.77,50.28,35.02,1.36
(주)디에이피,066900,2014/12,-28.81,-0.79,23.42,14.11,0.84
(주)디에이피,066900,2015/12,18.18,2.98,36.06,28.46,0.96
(주)디에이피,066900,2016/12,-3.23,0.99,34.96,30,1.01
(주)디에이피,066900,2017/12,20.21,1.77,37.57,19.35,1.27
(주)디에이피,066900,2018/12,2.08,2.47,38.56,30.23,1.35
(주)디에이피,066900,2019/12,-11.06,0.37,33.12,19.71,1.22
(주)디에이피,066900,2020/12,11.41,1.66,34.82,14.77,1.34
(주)디에이피,066900,2021/12,2.18,2.65,34.83,17.64,1.37
(주)디에이피,066900,2022/12,6.5,2.78,34.52,18.61,1.46
(주)디엔에이링크,127120,2011/12,44.42,15.93,20.31,-9.64,0.62
(주)디엔에이링크,127120,2012/12,9.69,2.69,14.77,-13.08,0.4
(주)디엔에이링크,127120,2013/12,-33.59,-108.17,-3.16,-4.63,0.25
(주)디엔에이링크,127120,2014/12,31,-51.06,10.46,-1.65,0.41
(주)디엔에이링크,127120,2015/12,6.46,-84.7,-3.27,-6.94,0.34
(주)디엔에이링크,127120,2016/12,11.91,-114.6,-16.67,-12.92,0.35
(주)디엔에이링크,127120,2017/12,36.29,9.6,26.49,-191.17,0.57
(주)디엔에이링크,127120,2018/12,-14.71,-31.02,7.14,-12.2,0.4
(주)디엔에이링크,127120,2019/12,11.39,-102.03,-28.59,-5.89,0.45
(주)디엔에이링크,127120,2020/12,2.53,-100.56,-13.35,2.63,0.37
(주)디엔에이링크,127120,2021/12,45.91,-29.98,-0.83,-24.22,0.45
(주)디엔에이링크,127120,2022/12,-35.12,-46.65,-1.21,-15.64,0.32
(주)디엔에프,092070,2010/12,-4.49,-0.29,16.69,-5.4,0.25
(주)디엔에프,092070,2011/12,98.27,7.33,19.12,-1.22,0.48
(주)디엔에프,092070,2012/12,7.28,1.73,18.39,4.26,0.44
(주)디엔에프,092070,2013/12,-24.17,-65.25,2.52,0.74,0.33
(주)디엔에프,092070,2014/12,199.09,16.49,45.89,31.04,0.98
(주)디엔에프,092070,2015/12,16,24.16,51.13,88.42,0.97
(주)디엔에프,092070,2016/12,-18.56,17.92,33.24,66.44,0.67
(주)디엔에프,092070,2017/12,27.75,17.79,35.48,80.92,0.76
(주)디엔에프,092070,2018/12,-0.19,19.01,30.76,56.78,0.68
(주)디엔에프,092070,2019/12,-20.78,3.79,21.28,30.34,0.52
(주)디엔에프,092070,2020/12,41.39,19.03,33.26,67.46,0.69
(주)디엔에프,092070,2021/12,4.65,12.34,23.02,75.11,0.6
(주)디엔에프,092070,2022/12,11.34,10.86,23.32,31.06,0.59
(주)디엠에스,068790,2010/12,71.6,3.91,17.01,12.63,0.71
(주)디엠에스,068790,2011/12,-13.6,2.05,14.67,-8.75,0.58
(주)디엠에스,068790,2012/12,-59.08,-53.7,-8.91,3.55,0.29
(주)디엠에스,068790,2013/12,48.06,0.81,11.85,16.2,0.5
(주)디엠에스,068790,2014/12,-24.36,-39.41,-0.3,-4.84,0.42
(주)디엠에스,068790,2015/12,81.2,11.14,18.48,5.74,0.79
(주)디엠에스,068790,2016/12,31.77,7.31,11.95,13.72,0.94
(주)디엠에스,068790,2017/12,7.05,2.72,9.7,8.03,0.96
(주)디엠에스,068790,2018/12,10.42,6.19,12.32,-5.87,0.99
(주)디엠에스,068790,2019/12,-34.2,6.49,10.93,0.76,0.63
(주)디엠에스,068790,2020/12,15.66,16.28,17.81,28.48,0.67
(주)디엠에스,068790,2021/12,-8.06,14.8,11.43,27.11,0.54
(주)디엠에스,068790,2022/12,36.68,11.14,14.71,13.98,0.72
(주)디오,039840,2010/12,6.02,-27.16,5.51,-6.13,0.44
(주)디오,039840,2011/12,-2.07,0.97,17.31,-3.06,0.42
(주)디오,039840,2012/12,-14.92,-15.44,15.11,9.51,0.4
(주)디오,039840,2013/12,36.35,-10.81,17.47,3.29,0.56
(주)디오,039840,2014/12,0.23,-1.86,19.78,-2.91,0.53
(주)디오,039840,2015/12,3.77,8.75,24.26,16.69,0.51
(주)디오,039840,2016/12,26.58,26.16,30.94,36.8,0.59
(주)디오,039840,2017/12,1.96,19.23,21.96,15.34,0.5
(주)디오,039840,2018/12,-8.59,3.58,12,1.77,0.39
(주)디오,039840,2019/12,22.9,13.12,19.61,4.07,0.4
(주)디오,039840,2020/12,-12.21,12.73,15.37,14.81,0.3
(주)디오,039840,2021/12,33.32,24.37,21.84,14.29,0.36
(주)디오,039840,2022/12,-0.16,-21.47,3.79,8.5,0.36
(주)디와이디,219550,2015/12,,,,,
(주)디와이디,219550,2016/12,,,,,
(주)디와이디,219550,2017/12,0,10.1,28.73,91.64,1.43
(주)디와이디,219550,2018/12,-14.97,7.39,29.71,132.42,1.41
(주)디와이디,219550,2019/12,-11.17,-6.53,5.74,-6.87,1.17
(주)디와이디,219550,2020/12,-36.83,-34.61,-21.37,-62.04,0.85
(주)디와이디,219550,2021/12,-53.77,-293.86,-410.9,-47.71,0.96
(주)디와이디,219550,2022/12,48.34,4.33,11.18,-186.38,0.75
(주)디이엔티,079810,2010/12,90.02,9.96,25.98,42.13,1.89
(주)디이엔티,079810,2011/12,-26.63,-2.28,12.77,17.69,1.29
(주)디이엔티,079810,2012/12,-32.67,3.3,19.83,30.28,0.94
(주)디이엔티,079810,2013/12,34.26,-3.69,16.92,59.14,1.34
(주)디이엔티,079810,2014/12,-38.58,-8.72,18.07,-7.89,0.92
(주)디이엔티,079810,2015/12,91.29,7.71,30.22,0.9,1.44
(주)디이엔티,079810,2016/12,-19.38,-16.23,8.75,-21.02,0.78
(주)디이엔티,079810,2017/12,357.65,1.57,27.35,-10.95,2.72
(주)디이엔티,079810,2018/12,-57.64,-14.62,13.59,-6.05,1.13
(주)디이엔티,079810,2019/12,-60.66,-23.72,15.02,-22.47,0.56
(주)디이엔티,079810,2020/12,-22.54,-42.89,-0.25,-9.26,0.47
(주)디이엔티,079810,2021/12,84.3,2.37,17.08,-12.7,0.75
(주)디이엔티,079810,2022/12,19.23,-11.51,6.26,5.11,0.67
(주)디지아이,043360,2010/12,-7.91,8.27,9.49,40.43,0.62
(주)디지아이,043360,2011/12,-27.99,0.57,3.59,35.01,0.44
(주)디지아이,043360,2012/12,14.3,2.82,4.65,19.46,0.52
(주)디지아이,043360,2013/12,-20.34,-5.5,3.6,2.47,0.42
(주)디지아이,043360,2014/12,4.36,6.57,8.71,-12,0.45
(주)디지아이,043360,2015/12,-13.91,-1.1,4.28,-12.76,0.39
(주)디지아이,043360,2016/12,-13.93,-11.75,4.79,-9.65,0.35
(주)디지아이,043360,2017/12,30.41,2.19,8.03,17.09,0.47
(주)디지아이,043360,2018/12,-14.88,-2.81,6.67,19.6,0.41
(주)디지아이,043360,2019/12,-27.04,-21.9,2.97,0.23,0.31
(주)디지아이,043360,2020/12,0.63,4.42,8.35,0.02,0.31
(주)디지아이,043360,2021/12,-5.67,-4.29,6.81,5.25,0.29
(주)디지아이,043360,2022/12,10.2,4.28,9.87,44.62,0.33
(주)디지캡,197140,2018/12,10.5,6.28,22.27,26.37,0.54
(주)디지캡,197140,2019/12,6.99,5.93,19.65,18.06,0.47
(주)디지캡,197140,2020/12,-18.71,0.71,16.43,15.77,0.34
(주)디지캡,197140,2021/12,4.72,-2.18,14.7,13.85,0.31
(주)디지캡,197140,2022/12,-19.91,-0.3,15.03,29.67,0.25
(주)디지털대성,068930,2010/12,-11.58,1.8,12.87,41.21,0.76
(주)디지털대성,068930,2011/12,69.03,4.81,22,41.14,0.94
(주)디지털대성,068930,2012/12,5.14,6.01,24.62,59.52,0.91
(주)디지털대성,068930,2013/12,10.54,8.07,29.92,113.93,0.97
(주)디지털대성,068930,2014/12,-0.88,8.72,28.72,101.74,0.9
(주)디지털대성,068930,2015/12,-4.48,7.57,25.34,94.19,0.8
(주)디지털대성,068930,2016/12,-4,8.67,22.72,89.15,0.75
(주)디지털대성,068930,2017/12,7.76,8.97,22.44,66.09,0.76
(주)디지털대성,068930,2018/12,3.22,2.1,17.81,41.44,0.73
(주)디지털대성,068930,2019/12,52.77,12.43,26.78,44.54,0.96
(주)디지털대성,068930,2020/12,12.32,6.78,20.87,34.06,0.92
(주)디지털대성,068930,2021/12,75.22,7.99,22.61,25.77,1.08
(주)디지털대성,068930,2022/12,6.68,8.18,25.13,42.05,0.87
(주)디지텍시스템스,091690,2010/12,17.57,13.34,24.06,42.97,1.06
(주)디지텍시스템스,091690,2011/12,1.15,3.24,12.58,0.98,0.85
(주)디지텍시스템스,091690,2012/12,71.77,4.34,20.67,-10.99,1.04
(주)디지텍시스템스,091690,2013/12,-2.09,-38.54,-27.66,-21.37,0.95
(주)디지틀조선일보,033130,2010/12,9.47,7.5,37.96,73.56,0.7
(주)디지틀조선일보,033130,2011/12,10.04,9.02,33.69,58.8,0.72
(주)디지틀조선일보,033130,2012/12,2.75,15.42,40.04,180.33,0.7
(주)디지틀조선일보,033130,2013/12,-5,11.05,36.15,133.54,0.65
(주)디지틀조선일보,033130,2014/12,-14.28,11.47,32.36,89.38,0.53
(주)디지틀조선일보,033130,2015/12,3.17,14.32,30.13,80.82,0.51
(주)디지틀조선일보,033130,2016/12,12.37,11.68,30.02,98.88,0.55
(주)디지틀조선일보,033130,2017/12,-0.11,13,30.85,94.53,0.53
(주)디지틀조선일보,033130,2018/12,-1.2,13.56,28.72,89.86,0.49
(주)디지틀조선일보,033130,2019/12,-15.86,9.61,22.03,64.56,0.39
(주)디지틀조선일보,033130,2020/12,-10.86,10.61,22.25,88.4,0.34
